source_file,endpoint,method,version_path,version_spec,service,provider,tags,deprecated,auth_scheme,schemas,schema_count,operation_id
plaid.yaml,/transfer/refund/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransferRefundGetRequest|TransferRefundGetResponse,3,transferRefundGet
plaid.yaml,/transfer/refund/cancel,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransferRefundCancelRequest|TransferRefundCancelResponse,3,transferRefundCancel
plaid.yaml,/transfer/platform/originator/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransferPlatformOriginatorCreateRequest|TransferPlatformOriginatorCreateResponse,3,transferPlatformOriginatorCreate
plaid.yaml,/transfer/platform/person/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransferPlatformPersonCreateRequest|TransferPlatformPersonCreateResponse,3,transferPlatformPersonCreate
plaid.yaml,/sandbox/bank_transfer/simulate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxBankTransferSimulateRequest|SandboxBankTransferSimulateResponse,3,sandboxBankTransferSimulate
plaid.yaml,/sandbox/transfer/sweep/simulate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferSweepSimulateRequest|SandboxTransferSweepSimulateResponse,3,sandboxTransferSweepSimulate
plaid.yaml,/sandbox/transfer/simulate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferSimulateRequest|SandboxTransferSimulateResponse,3,sandboxTransferSimulate
plaid.yaml,/sandbox/transfer/refund/simulate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferRefundSimulateRequest|SandboxTransferRefundSimulateResponse,3,sandboxTransferRefundSimulate
plaid.yaml,/sandbox/transfer/ledger/simulate_available,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferLedgerSimulateAvailableRequest|SandboxTransferLedgerSimulateAvailableResponse,3,sandboxTransferLedgerSimulateAvailable
plaid.yaml,/sandbox/transfer/ledger/deposit/simulate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferLedgerDepositSimulateRequest|SandboxTransferLedgerDepositSimulateResponse,3,sandboxTransferLedgerDepositSimulate
plaid.yaml,/sandbox/transfer/ledger/withdraw/simulate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferLedgerWithdrawSimulateRequest|SandboxTransferLedgerWithdrawSimulateResponse,3,sandboxTransferLedgerWithdrawSimulate
plaid.yaml,/sandbox/transfer/repayment/simulate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferRepaymentSimulateRequest|SandboxTransferRepaymentSimulateResponse,3,sandboxTransferRepaymentSimulate
plaid.yaml,/sandbox/transfer/fire_webhook,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferFireWebhookRequest|SandboxTransferFireWebhookResponse,3,sandboxTransferFireWebhook
plaid.yaml,/sandbox/transfer/test_clock/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferTestClockCreateRequest|SandboxTransferTestClockCreateResponse,3,sandboxTransferTestClockCreate
plaid.yaml,/sandbox/transfer/test_clock/advance,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferTestClockAdvanceRequest|SandboxTransferTestClockAdvanceResponse,3,sandboxTransferTestClockAdvance
plaid.yaml,/sandbox/transfer/test_clock/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferTestClockGetRequest|SandboxTransferTestClockGetResponse,3,sandboxTransferTestClockGet
plaid.yaml,/sandbox/transfer/test_clock/list,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxTransferTestClockListRequest|SandboxTransferTestClockListResponse,3,sandboxTransferTestClockList
plaid.yaml,/sandbox/payment_profile/reset_login,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,PlaidError|SandboxPaymentProfileResetLoginRequest|SandboxPaymentProfileResetLoginResponse,3,sandboxPaymentProfileResetLogin
plaid.yaml,/sandbox/payment/simulate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxPaymentSimulateRequest|SandboxPaymentSimulateResponse,3,sandboxPaymentSimulate
plaid.yaml,/employers/search,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,EmployersSearchRequest|EmployersSearchResponse|PlaidError,3,employersSearch
plaid.yaml,/income/verification/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,IncomeVerificationCreateRequest|IncomeVerificationCreateResponse|PlaidError,3,incomeVerificationCreate
plaid.yaml,/income/verification/paystubs/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,IncomeVerificationPaystubsGetRequest|IncomeVerificationPaystubsGetResponse|PlaidError,3,incomeVerificationPaystubsGet
plaid.yaml,/income/verification/documents/download,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,IncomeVerificationDocumentsDownloadRequest|PlaidError,2,incomeVerificationDocumentsDownload
plaid.yaml,/income/verification/taxforms/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,IncomeVerificationTaxformsGetRequest|IncomeVerificationTaxformsGetResponse|PlaidError,3,incomeVerificationTaxformsGet
plaid.yaml,/income/verification/precheck,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,IncomeVerificationPrecheckRequest|IncomeVerificationPrecheckResponse|PlaidError,3,incomeVerificationPrecheck
plaid.yaml,/employment/verification/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,EmploymentVerificationGetRequest|EmploymentVerificationGetResponse|PlaidError,3,employmentVerificationGet
plaid.yaml,/credit/audit_copy_token/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditAuditCopyTokenCreateRequest|CreditAuditCopyTokenCreateResponse|PlaidError,3,creditAuditCopyTokenCreate
plaid.yaml,/credit/audit_copy_token/remove,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditAuditCopyTokenRemoveRequest|CreditAuditCopyTokenRemoveResponse|PlaidError,3,creditReportAuditCopyRemove
plaid.yaml,/credit/asset_report/freddie_mac/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,AssetReportFreddieGetRequest|AssetReportFreddieGetResponse|PlaidError,3,creditAssetReportFreddieMacGet
plaid.yaml,/credit/freddie_mac/reports/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditFreddieMacReportsGetRequest|CreditFreddieMacReportsGetResponse|PlaidError,3,creditFreddieMacReportsGet
plaid.yaml,/beta/credit/v1/bank_employment/get,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditBankEmploymentGetRequest|CreditBankEmploymentGetResponse|PlaidError,3,creditBankEmploymentGet
plaid.yaml,/credit/bank_income/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditBankIncomeGetRequest|CreditBankIncomeGetResponse|PlaidError,3,creditBankIncomeGet
plaid.yaml,/credit/bank_income/pdf/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditBankIncomePDFGetRequest|CreditBankIncomePDFGetResponse|PlaidError,3,creditBankIncomePdfGet
plaid.yaml,/credit/bank_income/refresh,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,CreditBankIncomeRefreshRequest|CreditBankIncomeRefreshResponse|PlaidError,3,creditBankIncomeRefresh
plaid.yaml,/credit/bank_income/webhook/update,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditBankIncomeWebhookUpdateRequest|CreditBankIncomeWebhookUpdateResponse|PlaidError,3,creditBankIncomeWebhookUpdate
plaid.yaml,/credit/payroll_income/parsing_config/update,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditPayrollIncomeParsingConfigUpdateRequest|CreditPayrollIncomeParsingConfigUpdateResponse|PlaidError,3,creditPayrollIncomeParsingConfigUpdate
plaid.yaml,/credit/bank_statements/uploads/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditBankStatementsUploadsGetRequest|CreditBankStatementsUploadsGetResponse|PlaidError,3,creditBankStatementsUploadsGet
plaid.yaml,/credit/payroll_income/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditPayrollIncomeGetRequest|CreditPayrollIncomeGetResponse|PlaidError,3,creditPayrollIncomeGet
plaid.yaml,/credit/payroll_income/risk_signals/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditPayrollIncomeRiskSignalsGetRequest|CreditPayrollIncomeRiskSignalsGetResponse|PlaidError,3,creditPayrollIncomeRiskSignalsGet
plaid.yaml,/credit/payroll_income/precheck,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,CreditPayrollIncomePrecheckRequest|CreditPayrollIncomePrecheckResponse|PlaidError,3,creditPayrollIncomePrecheck
plaid.yaml,/credit/employment/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditEmploymentGetRequest|CreditEmploymentGetResponse|PlaidError,3,creditEmploymentGet
plaid.yaml,/credit/payroll_income/refresh,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditPayrollIncomeRefreshRequest|CreditPayrollIncomeRefreshResponse|PlaidError,3,creditPayrollIncomeRefresh
plaid.yaml,/credit/relay/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditRelayCreateRequest|CreditRelayCreateResponse|PlaidError,3,creditRelayCreate
plaid.yaml,/credit/relay/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,AssetReportGetResponse|CreditRelayGetRequest|PlaidError,3,creditRelayGet
plaid.yaml,/credit/relay/pdf/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditRelayPDFGetRequest|CreditRelayPDFGetResponse|PlaidError,3,creditRelayPdfGet
plaid.yaml,/credit/relay/refresh,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditRelayRefreshRequest|CreditRelayRefreshResponse|PlaidError,3,creditRelayRefresh
plaid.yaml,/credit/relay/remove,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,CreditRelayRemoveRequest|CreditRelayRemoveResponse|PlaidError,3,creditRelayRemove
plaid.yaml,/sandbox/bank_transfer/fire_webhook,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxBankTransferFireWebhookRequest|SandboxBankTransferFireWebhookResponse,3,sandboxBankTransferFireWebhook
plaid.yaml,/sandbox/income/fire_webhook,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxIncomeFireWebhookRequest|SandboxIncomeFireWebhookResponse,3,sandboxIncomeFireWebhook
plaid.yaml,/sandbox/bank_income/fire_webhook,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxBankIncomeFireWebhookRequest|SandboxBankIncomeFireWebhookResponse,3,sandboxBankIncomeFireWebhook
plaid.yaml,/sandbox/cra/cashflow_updates/update,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxCraCashflowUpdatesUpdateRequest|SandboxCraCashflowUpdatesUpdateResponse,3,sandboxCraCashflowUpdatesUpdate
plaid.yaml,/sandbox/oauth/select_accounts,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SandboxOauthSelectAccountsRequest|SandboxOauthSelectAccountsResponse,3,sandboxOauthSelectAccounts
plaid.yaml,/signal/evaluate,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SignalEvaluateRequest|SignalEvaluateResponse,3,signalEvaluate
plaid.yaml,/signal/schedule,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SignalScheduleRequest|SignalScheduleResponse,3,signalSchedule
plaid.yaml,/signal/decision/report,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SignalDecisionReportRequest|SignalDecisionReportResponse,3,signalDecisionReport
plaid.yaml,/signal/return/report,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SignalReturnReportRequest|SignalReturnReportResponse,3,signalReturnReport
plaid.yaml,/signal/prepare,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|SignalPrepareRequest|SignalPrepareResponse,3,signalPrepare
plaid.yaml,/wallet/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|WalletCreateRequest|WalletCreateResponse,3,walletCreate
plaid.yaml,/wallet/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|WalletGetRequest|WalletGetResponse,3,walletGet
plaid.yaml,/wallet/list,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|WalletListRequest|WalletListResponse,3,walletList
plaid.yaml,/wallet/transaction/execute,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|WalletTransactionExecuteRequest|WalletTransactionExecuteResponse,3,walletTransactionExecute
plaid.yaml,/wallet/transaction/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|WalletTransactionGetRequest|WalletTransactionGetResponse,3,walletTransactionGet
plaid.yaml,/wallet/transaction/list,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|WalletTransactionListRequest|WalletTransactionListResponse,3,walletTransactionList
plaid.yaml,/beta/transactions/v1/enhance,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransactionsEnhanceGetRequest|TransactionsEnhanceGetResponse,3,transactionsEnhance
plaid.yaml,/beta/transactions/rules/v1/create,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransactionsRulesCreateRequest|TransactionsRulesCreateResponse,3,transactionsRulesCreate
plaid.yaml,/beta/transactions/rules/v1/list,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransactionsRulesListRequest|TransactionsRulesListResponse,3,transactionsRulesList
plaid.yaml,/beta/transactions/rules/v1/remove,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransactionsRulesRemoveRequest|TransactionsRulesRemoveResponse,3,transactionsRulesRemove
plaid.yaml,/beta/transactions/user_insights/v1/get,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PlaidError|TransactionsUserInsightsGetRequest|TransactionsUserInsightsGetResponse,3,transactionsUserInsightsGet
plaid.yaml,/beta/ewa_report/v1/get,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,BetaEwaReportV1GetRequest|BetaEwaReportV1GetResponse|PlaidError,3,betaEwaReportV1Get
plaid.yaml,/issues/search,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,IssuesSearchRequest|IssuesSearchResponse|PlaidError,3,issuesSearch
plaid.yaml,/issues/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,IssuesGetRequest|IssuesGetResponse|PlaidError,3,issuesGet
plaid.yaml,/issues/subscribe,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,IssuesSubscribeRequest|IssuesSubscribeResponse|PlaidError,3,issuesSubscribe
plaid.yaml,/payment_profile/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,PaymentProfileCreateRequest|PaymentProfileCreateResponse|PlaidError,3,paymentProfileCreate
plaid.yaml,/payment_profile/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,PaymentProfileGetRequest|PaymentProfileGetResponse|PlaidError,3,paymentProfileGet
plaid.yaml,/payment_profile/remove,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,1,apiKey,PaymentProfileRemoveRequest|PaymentProfileRemoveResponse|PlaidError,3,paymentProfileRemove
plaid.yaml,/partner/customer/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PartnerCustomerCreateRequest|PartnerCustomerCreateResponse|PlaidError,3,partnerCustomerCreate
plaid.yaml,/partner/customer/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PartnerCustomerGetRequest|PartnerCustomerGetResponse|PlaidError,3,partnerCustomerGet
plaid.yaml,/partner/customer/enable,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PartnerCustomerEnableRequest|PartnerCustomerEnableResponse|PlaidError,3,partnerCustomerEnable
plaid.yaml,/partner/customer/remove,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PartnerCustomerRemoveRequest|PartnerCustomerRemoveResponse|PlaidError,3,partnerCustomerRemove
plaid.yaml,/partner/customer/oauth_institutions/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,PartnerCustomerOAuthInstitutionsGetRequest|PartnerCustomerOAuthInstitutionsGetResponse|PlaidError,3,partnerCustomerOauthInstitutionsGet
plaid.yaml,/beta/partner/customer/v1/create,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,BetaPartnerCustomerV1CreateRequest|BetaPartnerCustomerV1CreateResponse|PlaidError,3,betaPartnerCustomerV1Create
plaid.yaml,/beta/partner/customer/v1/get,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,BetaPartnerCustomerV1GetRequest|BetaPartnerCustomerV1GetResponse|PlaidError,3,betaPartnerCustomerV1Get
plaid.yaml,/beta/partner/customer/v1/update,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,BetaPartnerCustomerV1UpdateRequest|BetaPartnerCustomerV1UpdateResponse|PlaidError,3,betaPartnerCustomerV1Update
plaid.yaml,/beta/partner/customer/v1/enable,POST,1,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,BetaPartnerCustomerV1EnableRequest|BetaPartnerCustomerV1EnableResponse|PlaidError,3,betaPartnerCustomerV1Enable
plaid.yaml,/link_delivery/create,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,LinkDeliveryCreateRequest|LinkDeliveryCreateResponse|PlaidError,3,linkDeliveryCreate
plaid.yaml,/link_delivery/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,LinkDeliveryGetRequest|LinkDeliveryGetResponse|PlaidError,3,linkDeliveryGet
plaid.yaml,/fdx/notifications,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,FDXNotification|PlaidError,2,fdxNotifications
plaid.yaml,/fdx/recipients,GET,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,GetRecipientsResponse|PlaidError,2,getRecipients
plaid.yaml,/fdx/recipient/{recipientId},GET,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,GetRecipientResponse|PlaidError,2,getRecipient
plaid.yaml,/network_insights/report/get,POST,,2020-09-14_1.688.6,The Plaid API,,plaid,0,apiKey,NetworkInsightsReportGetRequest|NetworkInsightsReportGetResponse|PlaidError,3,networkInsightsReportGet
googleapis.com_safebrowsing.json,/v4/encodedFullHashes/{encodedRequest},GET,4,v4,safebrowsing,googleapis.com,encodedFullHashes,0,none,GoogleSecuritySafebrowsingV4FindFullHashesResponse,1,safebrowsing.encodedFullHashes.get
googleapis.com_safebrowsing.json,/v4/encodedUpdates/{encodedRequest},GET,4,v4,safebrowsing,googleapis.com,encodedUpdates,0,none,GoogleSecuritySafebrowsingV4FetchThreatListUpdatesResponse,1,safebrowsing.encodedUpdates.get
googleapis.com_safebrowsing.json,/v4/fullHashes:find,POST,4,v4,safebrowsing,googleapis.com,fullHashes,0,none,GoogleSecuritySafebrowsingV4FindFullHashesRequest|GoogleSecuritySafebrowsingV4FindFullHashesResponse,2,safebrowsing.fullHashes.find
googleapis.com_safebrowsing.json,/v4/threatHits,POST,4,v4,safebrowsing,googleapis.com,threatHits,0,none,GoogleProtobufEmpty|GoogleSecuritySafebrowsingV4ThreatHit,2,safebrowsing.threatHits.create
googleapis.com_safebrowsing.json,/v4/threatListUpdates:fetch,POST,4,v4,safebrowsing,googleapis.com,threatListUpdates,0,none,GoogleSecuritySafebrowsingV4FetchThreatListUpdatesRequest|GoogleSecuritySafebrowsingV4FetchThreatListUpdatesResponse,2,safebrowsing.threatListUpdates.fetch
googleapis.com_safebrowsing.json,/v4/threatLists,GET,4,v4,safebrowsing,googleapis.com,threatLists,0,none,GoogleSecuritySafebrowsingV4ListThreatListsResponse,1,safebrowsing.threatLists.list
googleapis.com_safebrowsing.json,/v4/threatMatches:find,POST,4,v4,safebrowsing,googleapis.com,threatMatches,0,none,GoogleSecuritySafebrowsingV4FindThreatMatchesRequest|GoogleSecuritySafebrowsingV4FindThreatMatchesResponse,2,safebrowsing.threatMatches.find
vtex.local_Session-Manager-API.json,/segments,GET,,1.0,Session-Manager-API,vtex.local,Segment,0,none,,0,GetSegment
vtex.local_Session-Manager-API.json,/sessions,GET,,1.0,Session-Manager-API,vtex.local,Sessions,0,none,,0,GetSession
vtex.local_Session-Manager-API.json,/sessions,PATCH,,1.0,Session-Manager-API,vtex.local,Sessions,0,none,EditsessionRequest,1,Editsession
vtex.local_Session-Manager-API.json,/sessions,POST,,1.0,Session-Manager-API,vtex.local,Sessions,0,none,CreatenewsessionRequest,1,Createnewsession
azure.com_iothub.json,/providers/Microsoft.Devices/operations,GET,,2019-07-01-preview,iothub,azure.com,Operations,0,oauth2:implicit,ErrorDetails|OperationListResult,2,Operations_List
azure.com_iothub.json,/subscriptions/{subscriptionId}/providers/Microsoft.Devices/IotHubs,GET,,2019-07-01-preview,iothub,azure.com,GET,0,oauth2:implicit,ErrorDetails|IotHubDescriptionListResult,2,IotHubResource_ListBySubscription
azure.com_iothub.json,/subscriptions/{subscriptionId}/providers/Microsoft.Devices/checkNameAvailability,POST,,2019-07-01-preview,iothub,azure.com,POST,0,oauth2:implicit,ErrorDetails|IotHubNameAvailabilityInfo|OperationInputs,3,IotHubResource_CheckNameAvailability
azure.com_iothub.json,/subscriptions/{subscriptionId}/providers/Microsoft.Devices/usages,GET,,2019-07-01-preview,iothub,azure.com,GET,0,oauth2:implicit,ErrorDetails|UserSubscriptionQuotaListResult,2,ResourceProviderCommon_GetSubscriptionQuota
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs,GET,,2019-07-01-preview,iothub,azure.com,GET,0,oauth2:implicit,ErrorDetails|IotHubDescriptionListResult,2,IotHubResource_ListByResourceGroup
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{iotHubName}/failover,POST,,2019-07-01-preview,iothub,azure.com,POST,0,oauth2:implicit,ErrorDetails|FailoverInput,2,IotHub_ManualFailover
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{iotHubName}/routing/routes/$testall,POST,,2019-07-01-preview,iothub,azure.com,POST,0,oauth2:implicit,ErrorDetails|TestAllRoutesInput|TestAllRoutesResult,3,IotHubResource_TestAllRoutes
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{iotHubName}/routing/routes/$testnew,POST,,2019-07-01-preview,iothub,azure.com,POST,0,oauth2:implicit,ErrorDetails|TestRouteInput|TestRouteResult,3,IotHubResource_TestRoute
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{iotHubName}/routingEndpointsHealth,GET,,2019-07-01-preview,iothub,azure.com,GET,0,oauth2:implicit,EndpointHealthDataListResult|ErrorDetails,2,IotHubResource_GetEndpointHealth
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName},DELETE,,2019-07-01-preview,iothub,azure.com,DELETE,0,oauth2:implicit,ErrorDetails|IotHubDescription,2,IotHubResource_Delete
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName},GET,,2019-07-01-preview,iothub,azure.com,GET,0,oauth2:implicit,ErrorDetails|IotHubDescription,2,IotHubResource_Get
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName},PATCH,,2019-07-01-preview,iothub,azure.com,PATCH,0,oauth2:implicit,IotHubDescription|TagsResource,2,IotHubResource_Update
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName},PUT,,2019-07-01-preview,iothub,azure.com,PUT,0,oauth2:implicit,ErrorDetails|IotHubDescription,2,IotHubResource_CreateOrUpdate
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName}/IotHubKeys/{keyName}/listkeys,POST,,2019-07-01-preview,iothub,azure.com,POST,0,oauth2:implicit,ErrorDetails|SharedAccessSignatureAuthorizationRule,2,IotHubResource_GetKeysForKeyName
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName}/IotHubStats,GET,,2019-07-01-preview,iothub,azure.com,GET,0,oauth2:implicit,ErrorDetails|RegistryStatistics,2,IotHubResource_GetStats
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName}/certificates,GET,,2019-07-01-preview,iothub,azure.com,Certificates,0,oauth2:implicit,CertificateListDescription|ErrorDetails,2,Certificates_ListByIotHub
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName}/certificates/{certificateName},DELETE,,2019-07-01-preview,iothub,azure.com,Certificates,0,oauth2:implicit,ErrorDetails,1,Certificates_Delete
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName}/certificates/{certificateName},GET,,2019-07-01-preview,iothub,azure.com,Certificates,0,oauth2:implicit,CertificateDescription|ErrorDetails,2,Certificates_Get
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName}/certificates/{certificateName},PUT,,2019-07-01-preview,iothub,azure.com,Certificates,0,oauth2:implicit,CertificateBodyDescription|CertificateDescription|ErrorDetails,3,Certificates_CreateOrUpdate
azure.com_iothub.json,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Devices/IotHubs/{resourceName}/certificates/{certificateName}/generateVerificationCode,POST,,2019-07-01-preview,iothub,azure.com,Certificates,0,oauth2:implicit,CertificateWithNonceDescription|ErrorDetails,2,Certificates_GenerateVerificationCode
