endpoint_id,endpoint,method,service,version_path,auth_scheme,schema_count,deprecated_flag,tags,seed_source
296,/v1/transfers/imps,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
297,/v1/customers/{customerId}/preferences,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
298,/v1/loans/{loanId}/repayment,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
299,/v1/customers/{customerId}/preferences,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
300,/v3/upi/pay,POST,loans,3,apiKey,3,0,plaid,plaid.yaml
301,/v1/transfers/swift,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
302,/v3/accounts/{accountId}/balance,POST,forex,3,apiKey,3,0,plaid,plaid.yaml
303,/v1/kyc/video,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
304,/v1/upi/collect,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
305,/v1/audit/logs,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
306,/v1/fd/book,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
307,/v1/loans/apply,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
308,/v1/fd/book,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
309,/v1/notifications/preferences,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
310,/v1/forex/book,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
311,/v1/accounts/{accountId}/statement,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
312,/v1/audit/logs,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
313,/v1/aa/fip/discover,POST,kyc,1,none,3,1,plaid,plaid.yaml
314,/v1/loans/{loanId}/schedule,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
315,/v3/accounts/{accountId}/balance,POST,loans,3,apiKey,3,0,plaid,plaid.yaml
316,/v1/cards/{cardId}/freeze,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
317,/v1/rd/book,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
318,/v1/loans/{loanId}/schedule,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
319,/v3/upi/pay,POST,forex,3,apiKey,3,0,plaid,plaid.yaml
320,/v1/forex/quote,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
321,/v1/cards/{cardId}/freeze,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
322,/v3/accounts/{accountId}/balance,POST,kyc,3,apiKey,2,0,plaid,plaid.yaml
323,/v1/fd/book,POST,kyc,1,apiKey,2,0,plaid,plaid.yaml
324,/v2/upi/pay,POST,audit,2,apiKey,2,0,plaid,plaid.yaml
325,/v1/kyc/pan,POST,payments,1,apiKey,2,0,plaid,plaid.yaml
326,/v1/notifications/preferences,POST,loans,1,apiKey,2,0,plaid,plaid.yaml
327,/v1/customers/{customerId}/profile,POST,cards,1,apiKey,2,0,plaid,plaid.yaml
328,/v1/audit/logs,POST,payments,1,apiKey,2,0,plaid,plaid.yaml
329,/v1/kyc/pan,POST,audit,1,apiKey,2,0,plaid,plaid.yaml
330,/v2/upi/pay,POST,core-banking,2,apiKey,2,0,plaid,plaid.yaml
331,/v1/cards/{cardId}/pin,POST,wealth,1,apiKey,2,0,plaid,plaid.yaml
332,/v2/accounts/{accountId}/balance,POST,notifications,2,apiKey,2,0,plaid,plaid.yaml
333,/v1/loans/apply,POST,wealth,1,apiKey,2,0,plaid,plaid.yaml
334,/v1/fd/{depositId}/close,POST,kyc,1,apiKey,2,0,plaid,plaid.yaml
335,/v1/upi/pay,POST,kyc,1,apiKey,2,0,plaid,plaid.yaml
336,/v2/cards/{cardId}/freeze,POST,kyc,2,apiKey,2,0,plaid,plaid.yaml
337,/v1/forex/book,POST,core-banking,1,apiKey,2,0,plaid,plaid.yaml
338,/v2/transfers/imps,POST,audit,2,apiKey,2,0,plaid,plaid.yaml
339,/v1/notifications/preferences,POST,kyc,1,apiKey,2,0,plaid,plaid.yaml
340,/v1/customers/{customerId}/documents,POST,loans,1,apiKey,2,0,plaid,plaid.yaml
341,/v1/audit/logs,POST,aa-bridge,1,apiKey,2,0,plaid,plaid.yaml
342,/v1/loans/eligibility,POST,core-banking,1,apiKey,2,0,plaid,plaid.yaml
343,/v1/loans/eligibility,POST,loans,1,apiKey,2,0,plaid,plaid.yaml
344,/v1/forex/quote,POST,audit,1,apiKey,2,0,plaid,plaid.yaml
345,/v1/forex/quote,POST,kyc,1,apiKey,2,0,plaid,plaid.yaml
346,/v1/accounts/{accountId}/balance,POST,forex,1,apiKey,2,0,plaid,plaid.yaml
347,/v1/transfers/rtgs,POST,aa-bridge,1,apiKey,2,0,plaid,plaid.yaml
348,/v1/aa/fip/discover,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
349,/v1/customers/{customerId}/profile,POST,audit,1,apiKey,2,0,plaid,plaid.yaml
350,/v1/loans/{loanId}/repayment,POST,wealth,1,apiKey,2,0,plaid,plaid.yaml
351,/v1/aa/fip/discover,POST,kyc,1,apiKey,2,0,plaid,plaid.yaml
352,/v2/cards/{cardId}/freeze,POST,loans,2,apiKey,2,0,plaid,plaid.yaml
353,/v1/upi/pay,POST,kyc,1,apiKey,2,0,plaid,plaid.yaml
354,/v1/accounts/{accountId}/holds,POST,wealth,1,apiKey,2,0,plaid,plaid.yaml
355,/v1/fd/book,POST,payments,1,apiKey,2,0,plaid,plaid.yaml
356,/v1/fd/{depositId}/close,POST,notifications,1,apiKey,2,0,plaid,plaid.yaml
357,/v1/forex/quote,POST,audit,1,apiKey,2,0,plaid,plaid.yaml
358,/v1/fd/{depositId}/close,POST,wealth,1,apiKey,2,0,plaid,plaid.yaml
359,/v1/transfers/imps,POST,payments,1,apiKey,2,0,plaid,plaid.yaml
360,/v3/accounts/{accountId}/balance,POST,wealth,3,apiKey,2,0,plaid,plaid.yaml
361,/v1/aa/data,POST,payments,1,apiKey,2,0,plaid,plaid.yaml
362,/v1/transfers/swift,POST,wealth,1,apiKey,2,0,plaid,plaid.yaml
363,/v1/cards/{cardId}/freeze,POST,loans,1,apiKey,2,0,plaid,plaid.yaml
364,/v1/fd/book,POST,kyc,1,apiKey,2,0,plaid,plaid.yaml
365,/v1/upi/collect,POST,aa-bridge,1,apiKey,2,1,plaid,plaid.yaml
366,/v1/kyc/aadhaar,POST,audit,1,apiKey,2,1,plaid,plaid.yaml
367,/v1/transfers/neft,POST,loans,1,apiKey,2,0,plaid,plaid.yaml
368,/v1/aa/data,POST,audit,1,apiKey,2,0,plaid,plaid.yaml
369,/v1/fd/{depositId}/close,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
370,/v1/accounts/{accountId}/transactions,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
371,/v1/customers/{customerId}/profile,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
372,/v1/kyc/verify,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
373,/v1/accounts/{accountId}/statement,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
374,/v1/aa/consent,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
375,/v1/forex/book,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
376,/v1/kyc/pan,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
377,/v1/fd/book,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
378,/v1/rd/book,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
379,/v1/kyc/pan,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
380,/v1/aa/fip/discover,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
381,/v2/cards/{cardId}/freeze,POST,loans,2,apiKey,3,0,plaid,plaid.yaml
382,/v1/loans/{loanId}/repayment,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
383,/v1/aa/fip/discover,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
384,/v1/fd/{depositId}/close,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
385,/v1/beneficiaries/{beneficiaryId},POST,audit,1,apiKey,3,0,plaid,plaid.yaml
386,/v1/aa/data,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
387,/v1/beneficiaries/{beneficiaryId},POST,forex,1,apiKey,3,0,plaid,plaid.yaml
388,/v1/aa/consent,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
389,/v1/aa/fip/discover,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
390,/v1/upi/collect,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
391,/v1/aa/data,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
392,/v1/customers/{customerId}/preferences,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
393,/v2/accounts/{accountId}/balance,POST,wealth,2,apiKey,3,0,plaid,plaid.yaml
394,/v1/kyc/verify,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
395,/v2/transfers/imps,POST,audit,2,apiKey,3,0,plaid,plaid.yaml
396,/v1/cards/{cardId}/freeze,POST,payments,1,apiKey,3,1,plaid,plaid.yaml
397,/v1/cards/{cardId}/freeze,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
398,/v1/transfers/swift,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
399,/v1/cards/{cardId}/pin,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
400,/v1/customers/{customerId}/profile,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
401,/v1/forex/quote,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
402,/v1/accounts/{accountId}/transactions,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
403,/v1/loans/eligibility,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
404,/v1/rd/book,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
405,/v1/audit/logs,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
406,/v1/loans/{loanId}/repayment,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
407,/v2/cards/{cardId}/freeze,POST,kyc,2,apiKey,3,0,plaid,plaid.yaml
408,/v1/kyc/pan,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
409,/v2/accounts/{accountId}/balance,POST,cards,2,apiKey,3,0,plaid,plaid.yaml
410,/v1/upi/pay,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
411,/v1/upi/mandate,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
412,/v1/upi/collect,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
413,/v1/aa/data,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
414,/v1/audit/logs,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
415,/v1/upi/mandate,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
416,/v1/transfers/neft,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
417,/v1/cards/{cardId}/pin,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
418,/v1/customers/{customerId}/documents,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
419,/v1/upi/vpa/verify,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
420,/v1/cards/{cardId}/pin,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
421,/v1/kyc/video,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
422,/v1/loans/{loanId}/repayment,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
423,/v1/kyc/video,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
424,/v1/customers/{customerId}/profile,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
425,/v1/loans/eligibility,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
426,/v1/upi/vpa/verify,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
427,/v1/loans/{loanId}/repayment,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
428,/v1/accounts/{accountId}/transactions,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
429,/v1/accounts/{accountId}/transactions,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
430,/v1/customers/{customerId}/documents,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
431,/v1/upi/vpa/verify,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
432,/v1/transfers/neft,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
433,/v1/accounts/{accountId}/holds,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
434,/v1/accounts/{accountId}/statement,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
435,/v3/accounts/{accountId}/balance,POST,kyc,3,apiKey,3,0,plaid,plaid.yaml
436,/v1/kyc/pan,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
437,/v2/transfers/imps,POST,aa-bridge,2,apiKey,3,0,plaid,plaid.yaml
438,/v3/accounts/{accountId}/balance,POST,core-banking,3,apiKey,3,0,plaid,plaid.yaml
439,/v1/forex/quote,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
440,/v1/cards/issue,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
441,/v1/forex/book,POST,core-banking,1,apiKey,3,1,plaid,plaid.yaml
442,/v1/accounts/{accountId}/transactions,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
443,/v1/accounts/{accountId}/statement,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
444,/v1/aa/consent,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
445,/v1/kyc/pan,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
446,/v1/forex/book,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
447,/v1/beneficiaries/{beneficiaryId},POST,cards,1,apiKey,3,0,plaid,plaid.yaml
448,/v2/accounts/{accountId}/balance,POST,forex,2,apiKey,3,0,plaid,plaid.yaml
449,/v1/upi/mandate,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
450,/v3/upi/pay,POST,aa-bridge,3,apiKey,3,0,plaid,plaid.yaml
451,/v1/cards/issue,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
452,/v2/accounts/{accountId}/balance,POST,payments,2,apiKey,3,0,plaid,plaid.yaml
453,/v1/accounts/{accountId}/transactions,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
454,/v2/upi/pay,POST,forex,2,apiKey,3,0,plaid,plaid.yaml
455,/v1/notifications/preferences,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
456,/v1/fd/book,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
457,/v1/customers/{customerId}/preferences,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
458,/v1/accounts/{accountId}/holds,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
459,/v1/customers/{customerId}/documents,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
460,/v1/accounts/{accountId}/statement,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
461,/v1/aa/data,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
462,/v1/loans/{loanId}/repayment,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
463,/v1/kyc/verify,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
464,/v2/accounts/{accountId}/balance,POST,notifications,2,apiKey,3,0,plaid,plaid.yaml
465,/v1/transfers/neft,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
466,/v1/upi/pay,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
467,/v1/transfers/neft,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
468,/v1/forex/book,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
469,/v1/beneficiaries/{beneficiaryId},POST,payments,1,apiKey,3,0,plaid,plaid.yaml
470,/v2/cards/{cardId}/freeze,POST,kyc,2,apiKey,3,0,plaid,plaid.yaml
471,/v1/accounts/{accountId}/statement,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
472,/v1/aa/fip/discover,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
473,/v1/loans/apply,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
474,/v2/accounts/{accountId}/balance,POST,payments,2,apiKey,3,0,plaid,plaid.yaml
475,/v1/transfers/swift,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
476,/v1/customers/{customerId}/profile,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
477,/v1/beneficiaries,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
478,/v1/cards/{cardId}/freeze,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
479,/v1/beneficiaries,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
480,/v1/loans/{loanId}/schedule,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
481,/v1/beneficiaries/{beneficiaryId},POST,loans,1,apiKey,3,0,plaid,plaid.yaml
482,/v1/forex/book,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
483,/v1/upi/mandate,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
484,/v1/cards/{cardId}/limit,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
485,/v1/forex/book,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
486,/v1/transfers/swift,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
487,/v1/transfers/neft,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
488,/v1/accounts/{accountId}/transactions,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
489,/v1/accounts/{accountId}/statement,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
490,/v1/notifications/preferences,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
491,/v1/kyc/pan,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
492,/v1/aa/consent,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
493,/v1/forex/book,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
494,/v1/accounts/{accountId}/statement,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
495,/v1/aa/consent,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
496,/v1/customers/{customerId}/preferences,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
497,/v1/loans/eligibility,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
498,/v1/kyc/aadhaar,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
499,/v1/upi/collect,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
500,/v1/fd/book,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
501,/v1/kyc/aadhaar,POST,forex,1,apiKey,3,1,plaid,plaid.yaml
502,/v1/cards/issue,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
503,/v1/aa/consent,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
504,/v2/accounts/{accountId}/balance,POST,core-banking,2,apiKey,3,1,plaid,plaid.yaml
505,/v1/beneficiaries,POST,forex,1,apiKey,3,1,plaid,plaid.yaml
506,/v1/transfers/rtgs,POST,notifications,1,apiKey,2,1,plaid,plaid.yaml
507,/v1/kyc/pan,POST,payments,1,apiKey,3,1,plaid,plaid.yaml
508,/v1/upi/mandate,POST,core-banking,1,apiKey,3,1,plaid,plaid.yaml
509,/v1/loans/eligibility,POST,aa-bridge,1,apiKey,3,1,plaid,plaid.yaml
510,/v1/loans/{loanId}/repayment,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
511,/v1/beneficiaries/{beneficiaryId},POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
512,/v1/loans/eligibility,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
513,/v1/upi/vpa/verify,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
514,/v1/cards/{cardId}/pin,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
515,/v1/kyc/pan,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
516,/v1/beneficiaries,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
517,/v1/aa/consent,POST,notifications,1,apiKey,3,1,plaid,plaid.yaml
518,/v1/accounts/{accountId}/transactions,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
519,/v1/beneficiaries,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
520,/v1/transfers/imps,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
521,/v2/accounts/{accountId}/balance,POST,audit,2,apiKey,3,0,plaid,plaid.yaml
522,/v1/transfers/swift,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
523,/v3/upi/pay,POST,aa-bridge,3,apiKey,3,1,plaid,plaid.yaml
524,/v1/loans/apply,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
525,/v1/forex/quote,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
526,/v1/upi/pay,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
527,/v1/loans/{loanId}/schedule,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
528,/v1/fd/{depositId}/close,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
529,/v1/fd/{depositId}/close,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
530,/v1/aa/data,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
531,/v1/loans/{loanId}/repayment,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
532,/v1/cards/{cardId}/pin,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
533,/v1/cards/{cardId}/pin,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
534,/v1/forex/book,POST,forex,1,apiKey,3,0,plaid,plaid.yaml
535,/v3/upi/pay,POST,notifications,3,apiKey,3,0,plaid,plaid.yaml
536,/v1/rd/book,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
537,/v1/upi/collect,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
538,/v1/upi/pay,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
539,/v1/loans/eligibility,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
540,/v2/accounts/{accountId}/balance,POST,kyc,2,apiKey,3,0,plaid,plaid.yaml
541,/v1/accounts/{accountId}/statement,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
542,/v1/cards/{cardId}/freeze,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
543,/v1/customers/{customerId}/documents,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
544,/v1/transfers/imps,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
545,/v1/loans/apply,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
546,/v1/kyc/aadhaar,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
547,/v2/accounts/{accountId}/balance,POST,payments,2,apiKey,3,0,plaid,plaid.yaml
548,/v2/transfers/imps,POST,loans,2,apiKey,3,0,plaid,plaid.yaml
549,/v1/upi/mandate,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
550,/v1/upi/mandate,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
551,/v1/aa/consent,POST,cards,1,apiKey,3,0,plaid,plaid.yaml
552,/v1/fd/{depositId}/close,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
553,/v1/cards/issue,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
554,/v1/audit/logs,POST,kyc,1,apiKey,3,0,plaid,plaid.yaml
555,/v1/accounts/{accountId}/holds,POST,audit,1,apiKey,3,0,plaid,plaid.yaml
556,/v1/loans/{loanId}/schedule,POST,cards,1,apiKey,3,1,plaid,plaid.yaml
557,/v1/cards/issue,POST,audit,1,apiKey,3,1,plaid,plaid.yaml
558,/v1/upi/mandate,POST,kyc,1,apiKey,3,1,plaid,plaid.yaml
559,/v1/upi/mandate,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
560,/v1/transfers/neft,POST,notifications,1,apiKey,3,0,plaid,plaid.yaml
561,/v1/transfers/swift,POST,aa-bridge,1,apiKey,3,0,plaid,plaid.yaml
562,/v1/accounts/{accountId}/holds,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
563,/v1/customers/{customerId}/profile,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
564,/v1/beneficiaries,POST,loans,1,apiKey,3,0,plaid,plaid.yaml
565,/v2/upi/pay,POST,notifications,2,apiKey,3,0,plaid,plaid.yaml
566,/v1/customers/{customerId}/preferences,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
567,/v1/rd/book,POST,payments,1,apiKey,3,0,plaid,plaid.yaml
568,/v1/kyc/verify,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
569,/v1/customers/{customerId}/documents,POST,core-banking,1,apiKey,3,0,plaid,plaid.yaml
570,/v3/upi/pay,POST,kyc,3,apiKey,2,0,plaid,plaid.yaml
571,/v1/kyc/verify,GET,aa-bridge,1,apiKey,2,0,plaid,plaid.yaml
572,/v1/accounts/{accountId}/holds,GET,wealth,1,apiKey,2,0,plaid,plaid.yaml
573,/v1/cards/{cardId}/limit,POST,wealth,1,apiKey,3,0,plaid,plaid.yaml
574,/v1/fd/book,GET,loans,1,none,1,0,encodedFullHashes,googleapis.com_safebrowsing.json
575,/v1/accounts/{accountId}/balance,GET,aa-bridge,1,none,1,0,encodedUpdates,googleapis.com_safebrowsing.json
576,/v1/fd/book,POST,cards,1,none,2,0,fullHashes,googleapis.com_safebrowsing.json
577,/v1/cards/{cardId}/pin,POST,kyc,1,none,2,0,threatHits,googleapis.com_safebrowsing.json
578,/v1/loans/{loanId}/repayment,POST,notifications,1,none,2,0,threatListUpdates,googleapis.com_safebrowsing.json
579,/v1/accounts/{accountId}/transactions,GET,kyc,1,none,1,0,threatLists,googleapis.com_safebrowsing.json
580,/v1/kyc/verify,POST,audit,1,none,2,0,threatMatches,googleapis.com_safebrowsing.json
581,/v1/kyc/aadhaar,GET,notifications,1,none,0,0,Segment,vtex.local_Session-Manager-API.json
582,/v2/cards/{cardId}/freeze,GET,kyc,2,none,0,0,Sessions,vtex.local_Session-Manager-API.json
583,/v1/cards/{cardId}/freeze,PATCH,kyc,1,none,1,0,Sessions,vtex.local_Session-Manager-API.json
584,/v1/cards/{cardId}/limit,POST,aa-bridge,1,none,1,0,Sessions,vtex.local_Session-Manager-API.json
585,/v1/cards/issue,GET,cards,1,oauth2:implicit,2,0,Operations,azure.com_iothub.json
586,/v1/fd/{depositId}/close,GET,forex,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
587,/v1/customers/{customerId}/preferences,POST,notifications,1,oauth2:implicit,3,0,POST,azure.com_iothub.json
588,/v1/accounts/{accountId}/holds,GET,kyc,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
589,/v1/kyc/aadhaar,GET,audit,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
590,/v1/transfers/neft,POST,aa-bridge,1,oauth2:implicit,2,0,POST,azure.com_iothub.json
591,/v1/rd/book,POST,kyc,1,oauth2:implicit,3,0,POST,azure.com_iothub.json
592,/v1/beneficiaries,POST,wealth,1,oauth2:implicit,3,0,POST,azure.com_iothub.json
593,/v1/cards/{cardId}/limit,GET,cards,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
594,/v1/accounts/{accountId}/statement,DELETE,cards,1,oauth2:implicit,2,0,DELETE,azure.com_iothub.json
595,/v1/upi/collect,GET,core-banking,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
596,/v1/cards/issue,PATCH,forex,1,oauth2:implicit,2,0,PATCH,azure.com_iothub.json
597,/v1/cards/issue,PUT,kyc,1,oauth2:implicit,2,0,PUT,azure.com_iothub.json
598,/v1/upi/mandate,POST,kyc,1,oauth2:implicit,2,0,POST,azure.com_iothub.json
599,/v1/aa/data,GET,forex,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
600,/v1/notifications/preferences,GET,kyc,1,oauth2:implicit,2,0,Certificates,azure.com_iothub.json
601,/v1/customers/{customerId}/profile,DELETE,cards,1,oauth2:implicit,1,0,Certificates,azure.com_iothub.json
