endpoint_id,endpoint,method,service,version_path,auth_scheme,schema_count,deprecated_flag,in_registry,last_seen_days,call_count_7d,auth_fail_rate_7d,p95_latency_ms,last_deploy_days,owner_present,runtime,runtime_version,cve_id,max_cvss,lifecycle_state,is_zombie,is_shadow,risk_score
365,/v1/upi/collect,POST,aa-bridge,1,apiKey,2,1,1,1,8209,0.09,761,556,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,1,0,57.15
366,/v1/kyc/aadhaar,POST,audit,1,apiKey,2,1,1,90,21,0.0629,1481,990,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,0,0,42.14
367,/v1/transfers/neft,POST,loans,1,apiKey,2,0,1,2,6476,0.0141,40,13,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,12.96
368,/v1/aa/data,POST,audit,1,apiKey,2,1,1,8,358,0.0223,108,531,1,python,3.7,CVE-2023-24329,7.5,deprecated,0,0,21.69
369,/v1/fd/{depositId}/close,POST,aa-bridge,1,apiKey,3,0,1,68,9,0.1072,382,38,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,0,28.0
370,/v1/accounts/{accountId}/transactions,POST,notifications,1,apiKey,3,0,1,0,42546,0.0199,113,4,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,20.56
371,/v1/customers/{customerId}/profile,POST,cards,1,apiKey,3,1,1,2,235,0.0176,318,335,1,golang,1.19,CVE-2023-29406,6.5,deprecated,0,0,19.54
372,/v1/kyc/verify,POST,kyc,1,apiKey,3,0,1,34,11,0.2741,486,617,0,python,3.7,CVE-2023-24329,7.5,orphaned,0,0,54.39
373,/v1/accounts/{accountId}/statement,POST,loans,1,apiKey,3,0,1,1,21111,0.0158,166,17,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,23.2
374,/v1/aa/consent,POST,kyc,1,apiKey,3,1,1,9,379,0.0304,127,488,1,golang,1.19,CVE-2023-29406,6.5,deprecated,0,0,29.86
375,/v1/forex/book,POST,kyc,1,apiKey,3,1,1,11,210,0.0148,155,425,1,springboot,2.7.18,CVE-2023-20860,7.5,deprecated,0,0,16.01
376,/v1/kyc/pan,POST,forex,1,apiKey,3,0,1,2,39423,0.0014,46,23,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,16.85
377,/v1/fd/book,POST,loans,1,apiKey,3,0,1,2,28081,0.0073,389,11,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,14.92
378,/v1/rd/book,POST,audit,1,apiKey,3,0,1,2,4925,0.0003,150,2,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,24.58
379,/v1/kyc/pan,POST,aa-bridge,1,apiKey,3,0,1,1,41694,0.0143,252,27,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,11.8
380,/v1/aa/fip/discover,POST,wealth,1,apiKey,3,1,1,8,4545,0.0076,185,497,1,python,3.11,CVE-2024-0397,5.9,deprecated,0,0,12.88
381,/v2/cards/{cardId}/freeze,POST,loans,2,apiKey,3,0,1,2,42069,0.0153,372,43,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,13.05
382,/v1/loans/{loanId}/repayment,POST,wealth,1,apiKey,3,0,1,37,7,0.1111,1089,602,0,golang,1.19,CVE-2023-29406,6.5,orphaned,0,0,27.84
383,/v1/aa/fip/discover,POST,audit,1,apiKey,3,0,1,2,49107,0.0132,129,191,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,12.01
384,/v1/fd/{depositId}/close,POST,wealth,1,apiKey,3,0,1,1,34775,0.0103,172,10,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,11.72
385,/v1/beneficiaries/{beneficiaryId},POST,audit,1,apiKey,3,1,1,1,27016,0.0909,260,1051,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,1,0,64.39
386,/v1/aa/data,POST,payments,1,apiKey,3,0,1,2,41625,0.0015,273,32,1,python,3.9,CVE-2023-40217,5.3,active,0,0,12.69
387,/v1/beneficiaries/{beneficiaryId},POST,forex,1,apiKey,3,1,1,0,15048,0.0326,410,601,0,python,3.11,CVE-2024-0397,5.9,orphaned,1,0,63.49
388,/v1/aa/consent,POST,cards,1,apiKey,3,0,1,0,11013,0.0237,945,1149,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,1,0,62.9
389,/v1/aa/fip/discover,POST,kyc,1,apiKey,3,0,1,2,29316,0.0931,1058,824,0,python,3.7,CVE-2023-24329,7.5,orphaned,1,0,59.08
390,/v1/upi/collect,POST,kyc,1,apiKey,3,0,1,0,37956,0.0075,297,43,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,8.44
391,/v1/aa/data,POST,audit,1,apiKey,3,0,1,2,3509,0.0191,75,56,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,18.78
392,/v1/customers/{customerId}/preferences,POST,wealth,1,apiKey,3,1,1,1,13724,0.0269,1135,381,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,1,0,48.28
393,/v2/accounts/{accountId}/balance,POST,wealth,2,apiKey,3,0,1,2,16397,0.0093,342,31,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,23.44
394,/v1/kyc/verify,POST,forex,1,apiKey,3,0,1,2,16564,0.003,249,1,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,21.63
395,/v2/transfers/imps,POST,audit,2,apiKey,3,1,1,11,459,0.0005,443,181,1,python,3.7,CVE-2023-24329,7.5,deprecated,0,0,14.48
396,/v1/cards/{cardId}/freeze,POST,payments,1,apiKey,3,1,1,2,13076,0.0283,1285,852,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,55.69
397,/v1/cards/{cardId}/freeze,POST,forex,1,apiKey,3,0,1,1,6596,0.0009,158,57,1,python,3.7,CVE-2023-24329,7.5,active,0,0,22.38
398,/v1/transfers/swift,POST,kyc,1,apiKey,3,0,1,54,58,0.2936,373,560,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,0,44.77
399,/v1/cards/{cardId}/pin,POST,notifications,1,apiKey,3,0,1,0,22395,0.0654,1090,632,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,1,0,65.13
400,/internal/customers/{customerId}/profile,POST,aa-bridge,1,apiKey,0,0,1,6,2722,0.2272,606,29,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,1,28.61
401,/v1/forex/quote,POST,kyc,1,apiKey,3,1,1,2,64,0.0082,577,501,1,python,3.11,CVE-2024-0397,5.9,deprecated,0,0,14.14
402,/v1/accounts/{accountId}/transactions,POST,cards,1,apiKey,3,0,1,0,30116,0.0062,175,491,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,20.18
403,/v1/loans/eligibility,POST,audit,1,apiKey,3,0,1,12,27,0.259,871,668,1,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,0,32.87
404,/v1/rd/book,POST,forex,1,apiKey,3,0,1,0,44879,0.006,129,1,1,python,3.9,CVE-2023-40217,5.3,active,0,0,8.6
405,/v1/audit/logs,POST,forex,1,apiKey,3,1,1,8,137,0.0047,204,323,1,springboot,2.5.0,CVE-2022-22965,9.8,deprecated,0,0,26.13
406,/v1/loans/{loanId}/repayment,POST,notifications,1,apiKey,3,1,1,0,7283,0.0359,1020,1127,0,golang,1.21,CVE-2024-24784,6.5,orphaned,1,0,54.1
407,/v2/cards/{cardId}/freeze,POST,kyc,2,apiKey,3,1,1,14,426,0.0037,166,382,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,13.86
408,/v1/kyc/pan,POST,cards,1,apiKey,3,1,1,0,29505,0.0465,287,55,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,1,0,53.01
409,/v2/accounts/{accountId}/balance,POST,cards,2,apiKey,3,0,1,2,28461,0.0035,149,58,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,18.29
410,/v1/upi/pay,POST,notifications,1,apiKey,3,0,1,0,2770,0.0123,355,15,1,python,3.9,CVE-2023-40217,5.3,active,0,0,14.8
411,/v1/upi/mandate,POST,loans,1,apiKey,3,0,1,2,31893,0.0012,183,24,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,12.26
412,/v1/upi/collect,POST,cards,1,apiKey,3,1,1,12,279,0.0125,656,199,1,dotnet,8.0,CVE-2024-30045,6.8,deprecated,0,0,8.42
413,/v1/aa/data,POST,kyc,1,apiKey,3,0,1,68,69,0.2454,904,1393,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,0,0,56.2
414,/v1/audit/logs,POST,audit,1,apiKey,3,0,1,1,39632,0.0044,183,3,1,python,3.9,CVE-2023-40217,5.3,active,0,0,12.47
415,/v1/upi/mandate,POST,wealth,1,apiKey,3,1,1,12,309,0.05,263,282,1,nodejs,14.21,CVE-2023-30581,8.8,deprecated,0,0,18.68
416,/v1/transfers/neft,POST,payments,1,apiKey,3,0,1,2,4164,0.0153,152,36,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,22.33
417,/v1/cards/{cardId}/pin,POST,cards,1,apiKey,3,0,1,0,12040,0.0047,202,51,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,16.88
418,/internal/customers/{customerId}/documents,POST,core-banking,1,apiKey,0,0,0,0,2930,0.479,1204,18,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,0,1,87.84
419,/v1/upi/vpa/verify,POST,core-banking,1,apiKey,3,1,1,1,20764,0.0447,1204,442,1,golang,1.19,CVE-2023-29406,6.5,orphaned,1,0,39.55
420,/v1/cards/{cardId}/pin,POST,audit,1,apiKey,3,1,1,0,179,0.0459,306,313,1,springboot,3.2.0,CVE-2024-22243,6.1,deprecated,0,0,27.47
421,/internal/kyc/video,POST,payments,1,none,0,0,0,5,537,0.1088,1251,90,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,0,1,87.63
422,/v1/loans/{loanId}/repayment,POST,payments,1,apiKey,3,1,1,5,47,0.0187,778,585,1,nodejs,20.11,CVE-2024-21892,7.8,deprecated,0,0,20.95
423,/v1/kyc/video,POST,core-banking,1,apiKey,3,0,1,0,10822,0.0146,263,50,1,python,3.9,CVE-2023-40217,5.3,active,0,0,16.54
424,/v1/customers/{customerId}/profile,POST,wealth,1,apiKey,3,1,1,2,372,0.0484,728,545,1,golang,1.19,CVE-2023-29406,6.5,deprecated,0,0,23.61
425,/v1/loans/eligibility,POST,aa-bridge,1,apiKey,3,0,1,1,13053,0.0787,803,625,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,70.84
426,/internal/upi/vpa/verify,POST,payments,1,none,0,0,0,6,4698,0.113,1283,40,0,golang,1.19,CVE-2023-29406,6.5,orphaned,0,1,73.1
427,/v1/loans/{loanId}/repayment,POST,payments,1,apiKey,3,1,1,14,264,0.007,179,423,1,nodejs,20.11,CVE-2024-21892,7.8,deprecated,0,0,23.54
428,/v1/accounts/{accountId}/transactions,POST,loans,1,apiKey,3,0,1,0,46962,0.0134,211,435,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,25.18
429,/v1/accounts/{accountId}/transactions,POST,loans,1,apiKey,3,0,1,1,7580,0.0144,64,24,1,python,3.7,CVE-2023-24329,7.5,active,0,0,7.02
430,/internal/customers/{customerId}/documents,POST,loans,1,apiKey,0,0,0,6,4089,0.4527,769,69,0,python,3.9,CVE-2023-40217,5.3,orphaned,0,1,68.48
431,/v1/upi/vpa/verify,POST,loans,1,apiKey,3,1,1,12,361,0.0113,562,255,1,springboot,2.5.0,CVE-2022-22965,9.8,deprecated,0,0,12.41
432,/v1/transfers/neft,POST,cards,1,apiKey,3,0,1,1,17613,0.019,77,21,1,python,3.7,CVE-2023-24329,7.5,active,0,0,14.62
433,/v1/accounts/{accountId}/holds,POST,kyc,1,apiKey,3,0,1,0,36351,0.0188,87,21,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,17.55
434,/v1/accounts/{accountId}/statement,POST,payments,1,apiKey,3,1,1,2,4015,0.0545,537,1254,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,1,0,69.69
435,/internal/accounts/{accountId}/balance,POST,kyc,3,none,0,0,0,6,4589,0.3888,1156,33,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,0,1,91.25
436,/v1/kyc/pan,POST,kyc,1,apiKey,3,0,1,2,36522,0.0168,118,3,1,python,3.7,CVE-2023-24329,7.5,active,0,0,23.85
437,/v2/transfers/imps,POST,aa-bridge,2,apiKey,3,0,1,2,41465,0.012,142,478,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,13.36
438,/v3/accounts/{accountId}/balance,POST,core-banking,3,apiKey,3,0,1,0,20708,0.0157,281,31,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,7.42
439,/v1/forex/quote,POST,kyc,1,apiKey,3,0,1,2,25896,0.0037,235,23,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,19.7
440,/v1/cards/issue,POST,wealth,1,apiKey,3,0,1,1,53,0.0045,177,36,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,15.46
441,/v1/forex/book,POST,core-banking,1,apiKey,3,1,1,2,27631,0.0194,341,14,1,python,3.7,CVE-2023-24329,7.5,active,0,0,15.75
442,/v1/accounts/{accountId}/transactions,POST,aa-bridge,1,apiKey,3,1,1,1,20547,0.075,1172,847,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,1,0,51.13
443,/v1/accounts/{accountId}/statement,POST,cards,1,apiKey,3,1,1,0,19452,0.0657,1258,666,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,57.44
444,/internal/aa/consent,POST,forex,1,none,0,0,0,2,1785,0.4234,308,5,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,1,83.46
445,/internal/kyc/pan,POST,kyc,1,none,0,0,0,2,4924,0.2032,187,11,0,python,3.7,CVE-2023-24329,7.5,orphaned,0,1,86.59
446,/v1/forex/book,POST,payments,1,apiKey,3,1,1,2,18012,0.0934,225,1435,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,1,0,65.57
447,/v1/beneficiaries/{beneficiaryId},POST,cards,1,apiKey,3,0,1,2,412,0.0152,91,59,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,11.5
448,/v2/accounts/{accountId}/balance,POST,forex,2,apiKey,3,0,1,1,1700,0.0411,1194,1333,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,1,0,56.27
449,/v1/upi/mandate,POST,core-banking,1,apiKey,3,0,1,58,4,0.1489,2000,1043,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,0,0,45.26
450,/v3/upi/pay,POST,aa-bridge,3,apiKey,3,0,1,41,47,0.0551,1874,985,0,python,3.9,CVE-2023-40217,5.3,orphaned,0,0,37.34
451,/v1/cards/issue,POST,cards,1,apiKey,3,1,1,2,6218,0.0978,666,640,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,1,0,65.09
452,/v2/accounts/{accountId}/balance,POST,payments,2,apiKey,3,0,1,1,26881,0.0533,382,749,0,python,3.7,CVE-2023-24329,7.5,orphaned,1,0,54.69
453,/v1/accounts/{accountId}/transactions,POST,forex,1,apiKey,3,1,1,1,29903,0.0245,525,499,0,python,3.11,CVE-2024-0397,5.9,orphaned,1,0,55.29
454,/v2/upi/pay,POST,forex,2,apiKey,3,1,1,2,21634,0.0223,594,776,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,1,0,58.6
455,/v1/notifications/preferences,POST,wealth,1,apiKey,3,0,1,1,46678,0.004,228,52,1,python,3.7,CVE-2023-24329,7.5,active,0,0,11.72
456,/v1/fd/book,POST,loans,1,apiKey,3,1,1,1,358,0.0015,481,680,1,springboot,3.2.0,CVE-2024-22243,6.1,deprecated,0,0,18.52
457,/internal/customers/{customerId}/preferences,POST,forex,1,apiKey,0,0,0,7,4857,0.3205,755,20,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,0,1,67.84
458,/v1/accounts/{accountId}/holds,POST,loans,1,apiKey,3,0,1,43,3,0.1466,533,803,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,0,39.13
459,/v1/customers/{customerId}/documents,POST,core-banking,1,apiKey,3,0,1,0,18134,0.013,302,1,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,8.14
460,/v1/accounts/{accountId}/statement,POST,core-banking,1,apiKey,3,0,1,67,16,0.2118,1431,382,0,golang,1.19,CVE-2023-29406,6.5,orphaned,0,0,50.12
461,/v1/aa/data,POST,aa-bridge,1,apiKey,3,1,1,1,26355,0.0974,763,1232,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,1,0,64.67
462,/v1/loans/{loanId}/repayment,POST,audit,1,apiKey,3,0,1,1,44880,0.0104,359,25,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,16.77
463,/v1/kyc/verify,POST,aa-bridge,1,apiKey,3,1,1,10,441,0.042,674,469,1,springboot,2.7.18,CVE-2023-20860,7.5,deprecated,0,0,22.44
464,/v2/accounts/{accountId}/balance,POST,notifications,2,apiKey,3,0,1,1,18619,0.0128,181,16,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,13.11
465,/v1/transfers/neft,POST,forex,1,apiKey,3,0,1,0,34401,0.0153,69,51,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,13.62
466,/v1/upi/pay,POST,loans,1,apiKey,3,1,1,10,173,0.034,126,689,1,nodejs,18.19,CVE-2024-22019,7.5,deprecated,0,0,26.32
467,/internal/transfers/neft,POST,payments,1,none,0,0,0,6,3230,0.3947,1244,90,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,0,1,98.08
468,/v1/forex/book,POST,core-banking,1,apiKey,3,0,1,75,81,0.2462,1575,1099,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,0,44.4
469,/v1/beneficiaries/{beneficiaryId},POST,payments,1,apiKey,3,0,1,2,8935,0.0435,1164,627,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,1,0,55.13
470,/v2/cards/{cardId}/freeze,POST,kyc,2,apiKey,3,0,1,0,25272,0.092,382,820,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,1,0,60.5
471,/v1/accounts/{accountId}/statement,POST,audit,1,apiKey,3,0,1,1,24858,0.0052,190,29,1,python,3.9,CVE-2023-40217,5.3,active,0,0,0.0
472,/v1/aa/fip/discover,POST,audit,1,apiKey,3,0,1,2,38745,0.0116,357,4,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,10.53
473,/v1/loans/apply,POST,notifications,1,apiKey,3,1,1,13,4250,0.0191,405,603,1,nodejs,14.21,CVE-2023-30581,8.8,deprecated,0,0,31.23
474,/v2/accounts/{accountId}/balance,POST,payments,2,apiKey,3,0,1,2,30487,0.0029,132,49,0,golang,1.21,CVE-2024-24784,6.5,active,0,0,36.83
475,/internal/transfers/swift,POST,forex,1,none,0,0,0,5,525,0.1019,610,26,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,1,75.29
476,/v1/customers/{customerId}/profile,POST,cards,1,apiKey,3,0,1,0,8980,0.0123,364,27,1,python,3.9,CVE-2023-40217,5.3,active,0,0,14.24
477,/v1/beneficiaries,POST,core-banking,1,apiKey,3,0,1,0,35481,0.004,231,60,0,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,30.92
478,/v1/cards/{cardId}/freeze,POST,aa-bridge,1,apiKey,3,1,1,0,3587,0.0741,1483,874,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,1,0,77.7
479,/v1/beneficiaries,POST,notifications,1,apiKey,3,0,1,2,39079,0.0061,73,52,0,python,3.9,CVE-2023-40217,5.3,active,0,0,31.96
480,/v1/loans/{loanId}/schedule,POST,aa-bridge,1,apiKey,3,0,1,83,67,0.1345,1606,639,0,python,3.9,CVE-2023-40217,5.3,orphaned,0,0,36.73
481,/v1/beneficiaries/{beneficiaryId},POST,loans,1,apiKey,3,0,1,0,11305,0.019,246,1,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,10.99
482,/internal/forex/book,POST,audit,1,apiKey,0,0,0,3,229,0.3359,396,15,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,1,63.55
483,/v1/upi/mandate,POST,audit,1,apiKey,3,0,1,2,17263,0.0154,359,3,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,21.26
484,/v1/cards/{cardId}/limit,POST,forex,1,apiKey,3,0,1,90,2,0.0621,437,1218,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,0,38.7
485,/v1/forex/book,POST,audit,1,apiKey,3,1,1,7,369,0.0077,745,189,1,golang,1.21,CVE-2024-24784,6.5,deprecated,0,0,8.09
486,/v1/transfers/swift,POST,audit,1,apiKey,3,0,1,2,18193,0.0125,398,8,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,12.35
487,/v1/transfers/neft,POST,forex,1,apiKey,3,1,1,9,70,0.0141,208,689,1,nodejs,14.21,CVE-2023-30581,8.8,deprecated,0,0,19.65
488,/v1/accounts/{accountId}/transactions,POST,cards,1,apiKey,3,1,1,2,9608,0.0486,1039,969,0,python,3.11,CVE-2024-0397,5.9,orphaned,1,0,66.87
489,/v1/accounts/{accountId}/statement,POST,forex,1,apiKey,3,0,1,1,437,0.0047,46,42,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,18.02
490,/v1/notifications/preferences,POST,aa-bridge,1,apiKey,3,0,1,26,11,0.2449,353,572,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,0,43.48
491,/v1/kyc/pan,POST,cards,1,apiKey,3,0,1,1,17809,0.0093,91,52,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,27.89
492,/v1/aa/consent,POST,forex,1,apiKey,3,0,1,1,29266,0.0741,1072,602,1,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,48.97
493,/v1/forex/book,POST,core-banking,1,apiKey,3,0,1,28,42,0.1394,1096,914,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,0,40.41
494,/v1/accounts/{accountId}/statement,POST,notifications,1,apiKey,3,0,1,1,12484,0.0023,244,29,1,python,3.7,CVE-2023-24329,7.5,active,0,0,23.0
495,/v1/aa/consent,POST,wealth,1,apiKey,3,0,1,68,53,0.0363,1832,706,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,0,38.41
496,/v1/customers/{customerId}/preferences,POST,cards,1,apiKey,3,0,1,2,32132,0.016,387,28,1,python,3.7,CVE-2023-24329,7.5,active,0,0,10.73
497,/v1/loans/eligibility,POST,forex,1,apiKey,3,0,1,2,3944,0.089,467,1354,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,1,0,62.61
498,/v1/kyc/aadhaar,POST,loans,1,apiKey,3,0,1,0,17645,0.0131,46,45,1,python,3.11,CVE-2024-0397,5.9,active,0,0,8.4
499,/v1/upi/collect,POST,core-banking,1,apiKey,3,0,1,2,26716,0.0652,892,1428,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,1,0,55.69
500,/v1/fd/book,POST,kyc,1,apiKey,3,0,1,2,16790,0.0096,379,43,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,17.64
501,/v1/kyc/aadhaar,POST,forex,1,apiKey,3,1,1,2,23083,0.0244,521,1400,0,python,3.9,CVE-2023-40217,5.3,orphaned,1,0,66.12
502,/v1/cards/issue,POST,notifications,1,apiKey,3,0,1,1,21513,0.0048,182,3,1,python,3.11,CVE-2024-0397,5.9,active,0,0,5.03
503,/v1/aa/consent,POST,kyc,1,apiKey,3,1,1,6,428,0.0117,570,634,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,20.22
504,/v2/accounts/{accountId}/balance,POST,core-banking,2,apiKey,3,1,1,1,29799,0.0063,294,47,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,12.47
505,/v1/beneficiaries,POST,forex,1,apiKey,3,1,1,0,37012,0.011,86,50,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,11.5
506,/v1/transfers/rtgs,POST,notifications,1,apiKey,2,1,1,14,270,0.0281,770,647,1,nodejs,20.11,CVE-2024-21892,7.8,deprecated,0,0,20.23
507,/v1/kyc/pan,POST,payments,1,apiKey,3,1,1,0,17891,0.0466,1469,1333,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,1,0,58.14
508,/v1/upi/mandate,POST,core-banking,1,apiKey,3,1,1,2,15032,0.0,221,53,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,14.37
509,/v1/loans/eligibility,POST,aa-bridge,1,apiKey,3,1,1,2,25003,0.014,63,57,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,9.18
510,/v1/loans/{loanId}/repayment,POST,wealth,1,apiKey,3,1,1,2,26644,0.0527,720,766,0,python,3.7,CVE-2023-24329,7.5,orphaned,1,0,61.12
511,/v1/beneficiaries/{beneficiaryId},POST,wealth,1,apiKey,3,1,1,0,26487,0.047,1048,460,0,golang,1.21,CVE-2024-24784,6.5,orphaned,1,0,54.23
512,/v1/loans/eligibility,POST,forex,1,apiKey,3,1,1,1,17987,0.0727,1232,640,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,62.71
513,/v1/upi/vpa/verify,POST,wealth,1,apiKey,3,0,1,1,38846,0.0097,300,49,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,8.54
514,/v1/cards/{cardId}/pin,POST,loans,1,apiKey,3,0,1,29,93,0.2538,412,1158,0,golang,1.19,CVE-2023-29406,6.5,orphaned,0,0,45.27
515,/v1/kyc/pan,POST,forex,1,apiKey,3,0,1,2,15604,0.0535,1447,873,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,1,0,65.25
516,/v1/beneficiaries,POST,aa-bridge,1,apiKey,3,0,1,0,9555,0.0083,398,56,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,18.4
517,/v1/aa/consent,POST,notifications,1,apiKey,3,1,1,2,13286,0.0769,1333,810,0,golang,1.19,CVE-2023-29406,6.5,orphaned,1,0,54.29
518,/v1/accounts/{accountId}/transactions,POST,notifications,1,apiKey,3,0,1,23,90,0.2125,564,1396,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,0,47.0
519,/v1/beneficiaries,POST,forex,1,apiKey,3,0,1,0,23584,0.0112,338,36,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,19.56
520,/v1/transfers/imps,POST,loans,1,apiKey,3,0,1,2,22,0.0057,256,51,1,python,3.7,CVE-2023-24329,7.5,active,0,0,7.39
521,/v2/accounts/{accountId}/balance,POST,audit,2,apiKey,3,0,1,2,4209,0.004,122,18,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,15.26
522,/v1/transfers/swift,POST,wealth,1,apiKey,3,1,1,2,28701,0.0436,1308,431,0,python,3.9,CVE-2023-40217,5.3,orphaned,1,0,48.34
523,/v3/upi/pay,POST,aa-bridge,3,apiKey,3,1,1,2,21411,0.0892,1349,1161,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,65.02
524,/v1/loans/apply,POST,payments,1,apiKey,3,0,1,13,48,0.1469,1814,1005,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,0,0,46.66
525,/v1/forex/quote,POST,core-banking,1,apiKey,3,0,1,1,13809,0.0124,266,53,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,5.0
526,/v1/upi/pay,POST,loans,1,apiKey,3,0,1,89,47,0.2388,1319,767,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,0,0,41.68
527,/v1/loans/{loanId}/schedule,POST,audit,1,apiKey,3,0,1,0,45238,0.0015,128,47,1,python,3.7,CVE-2023-24329,7.5,active,0,0,15.77
